,doc_id,annotated_page_num,para_num,event_id,event,locationContext,sentence_text,temporalContext,explanation,pg_num,blk_id,sentence_id,doc_sentence_count,doc_sent_linear_order,linear_order
8042,957179368,9.0,6.0,E:-290608662,a = 1/60E6,Italy,"In,particular,,,the,fraction,of,the,population,in,each,stage,at,day,1,is,set,as,:,i,=,200/60,E6,,,D,=,20/60,E6,,,a,=,1/60,E6,,,R,=,2/60,E6,,,T,=,0,,,H,=,0,,,E,=,0,;,S,=,1,-,i,-,D,-,A,-,R,-,T,-,H,-,E.",day 1,,9,12,18,87,458,8043
8043,957179368,9.0,6.0,E:-1519085839,a = 1/60,Italy,"In,particular,,,the,fraction,of,the,population,in,each,stage,at,day,1,is,set,as,:,i,=,200/60,E6,,,D,=,20/60,E6,,,a,=,1/60,E6,,,R,=,2/60,E6,,,T,=,0,,,H,=,0,,,E,=,0,;,S,=,1,-,i,-,D,-,A,-,R,-,T,-,H,-,E.",day 1,"error in the event - a=1/60e6 but a = 1/60, probably COSMOS bug too.",9,12,18,87,458,8044
8044,957179368,9.0,6.0,E:1927207841,H = 0,Italy,"In,particular,,,the,fraction,of,the,population,in,each,stage,at,day,1,is,set,as,:,i,=,200/60,E6,,,D,=,20/60,E6,,,a,=,1/60,E6,,,R,=,2/60,E6,,,T,=,0,,,H,=,0,,,E,=,0,;,S,=,1,-,i,-,D,-,A,-,R,-,T,-,H,-,E.",day 1,,9,12,18,87,458,8045
8045,957179368,9.0,6.0,E:658856851,T = 0,Italy,"In,particular,,,the,fraction,of,the,population,in,each,stage,at,day,1,is,set,as,:,i,=,200/60,E6,,,D,=,20/60,E6,,,a,=,1/60,E6,,,R,=,2/60,E6,,,T,=,0,,,H,=,0,,,E,=,0,;,S,=,1,-,i,-,D,-,A,-,R,-,T,-,H,-,E.",day 1,,9,12,18,87,458,8046
8115,957179368,9.0,5.0,E:272151088,R = 2/60E6,Italy,"In,particular,,,the,fraction,of,the,population,in,each,stage,at,day,1,is,set,as,:,i,=,200/60,E6,,,D,=,20/60,E6,,,a,=,1/60,E6,,,R,=,2/60,E6,,,T,=,0,,,H,=,0,,,E,=,0,;,S,=,1,-,i,-,D,-,A,-,R,-,T,-,H,-,E.",at day 1,,9,12,18,87,458,8116
8116,957179368,9.0,7.0,E:-1214668814,D = 20/60E6,Italy,"In,particular,,,the,fraction,of,the,population,in,each,stage,at,day,1,is,set,as,:,i,=,200/60,E6,,,D,=,20/60,E6,,,a,=,1/60,E6,,,R,=,2/60,E6,,,T,=,0,,,H,=,0,,,E,=,0,;,S,=,1,-,i,-,D,-,A,-,R,-,T,-,H,-,E.",at day 1,,9,12,18,87,458,8117
8117,957179368,9.0,7.0,E:-360781941,"alpha = 0.570, beta = delta = 0.011, gamma = 0.456, epsilon = 0.171, theta = 0.371, zeta = eta = 0.125, mu = 0.017, nu = 0.027, tau = 0.01, lambda",Italy,"The,parameters,are,set,as,alpha,=,0.570,,,beta,=,delta,=,0.011,,,gamma,=,0.456,,,epsilon,=,0.171,,,theta,=,0.371,,,zeta,=,eta,=,0.125,,,mu,=,0.017,,,nu,=,0.027,,,tau,=,0.01,,,lambda,=,rho,=,0.034,and,kappa,=,xi,=,sigma,=,0.017,.",at day 1,,9,12,19,87,459,8118
8118,957179368,9.0,7.0,E:969361855,lambda =,Italy,"The,parameters,are,set,as,alpha,=,0.570,,,beta,=,delta,=,0.011,,,gamma,=,0.456,,,epsilon,=,0.171,,,theta,=,0.371,,,zeta,=,eta,=,0.125,,,mu,=,0.017,,,nu,=,0.027,,,tau,=,0.01,,,lambda,=,rho,=,0.034,and,kappa,=,xi,=,sigma,=,0.017,.",at day 1,,9,12,19,87,459,8119
8119,957179368,9.0,7.0,E:-802992564,"alpha = 0.570, beta = delta = 0.011, gamma = 0.456, epsilon = 0.171, theta = 0.371, zeta = eta = 0.125, mu = 0.017, nu = 0.027, tau = 0.01, lambda",Italy,"The,parameters,are,set,as,alpha,=,0.570,,,beta,=,delta,=,0.011,,,gamma,=,0.456,,,epsilon,=,0.171,,,theta,=,0.371,,,zeta,=,eta,=,0.125,,,mu,=,0.017,,,nu,=,0.027,,,tau,=,0.01,,,lambda,=,rho,=,0.034,and,kappa,=,xi,=,sigma,=,0.017,.",at day 1,,9,12,19,87,459,8120
8120,957179368,9.0,7.0,E:640700622,sigma = 0.017,Italy,"The,parameters,are,set,as,alpha,=,0.570,,,beta,=,delta,=,0.011,,,gamma,=,0.456,,,epsilon,=,0.171,,,theta,=,0.371,,,zeta,=,eta,=,0.125,,,mu,=,0.017,,,nu,=,0.027,,,tau,=,0.01,,,lambda,=,rho,=,0.034,and,kappa,=,xi,=,sigma,=,0.017,.",at day 1,,9,12,19,87,459,8121
8121,957179368,9.0,8.0,E:1425640667,gamma = 0.456,Italy,"The,parameters,are,set,as,alpha,=,0.570,,,beta,=,delta,=,0.011,,,gamma,=,0.456,,,epsilon,=,0.171,,,theta,=,0.371,,,zeta,=,eta,=,0.125,,,mu,=,0.017,,,nu,=,0.027,,,tau,=,0.01,,,lambda,=,rho,=,0.034,and,kappa,=,xi,=,sigma,=,0.017,.",at day 1,,9,12,19,87,459,8122
8122,957179368,9.0,8.0,E:-1920136780,"alpha = 0.570, beta = delta = 0.011, gamma",Italy,"The,parameters,are,set,as,alpha,=,0.570,,,beta,=,delta,=,0.011,,,gamma,=,0.456,,,epsilon,=,0.171,,,theta,=,0.371,,,zeta,=,eta,=,0.125,,,mu,=,0.017,,,nu,=,0.027,,,tau,=,0.01,,,lambda,=,rho,=,0.034,and,kappa,=,xi,=,sigma,=,0.017,.",at day 1,,9,12,19,87,459,8123
8123,957179368,9.0,8.0,E:310540943,gamma =,Italy,"The,parameters,are,set,as,alpha,=,0.570,,,beta,=,delta,=,0.011,,,gamma,=,0.456,,,epsilon,=,0.171,,,theta,=,0.371,,,zeta,=,eta,=,0.125,,,mu,=,0.017,,,nu,=,0.027,,,tau,=,0.01,,,lambda,=,rho,=,0.034,and,kappa,=,xi,=,sigma,=,0.017,.",at day 1,,9,12,19,87,459,8124
8124,957179368,9.0,7.0,E:2096721491,gamma = 0.456,Italy,"The,parameters,are,set,as,alpha,=,0.570,,,beta,=,delta,=,0.011,,,gamma,=,0.456,,,epsilon,=,0.171,,,theta,=,0.371,,,zeta,=,eta,=,0.125,,,mu,=,0.017,,,nu,=,0.027,,,tau,=,0.01,,,lambda,=,rho,=,0.034,and,kappa,=,xi,=,sigma,=,0.017,.",at day 1,,9,12,19,87,459,8125
8125,957179368,9.0,7.0,E:-1694281381,tau = 0.01,Italy,"The,parameters,are,set,as,alpha,=,0.570,,,beta,=,delta,=,0.011,,,gamma,=,0.456,,,epsilon,=,0.171,,,theta,=,0.371,,,zeta,=,eta,=,0.125,,,mu,=,0.017,,,nu,=,0.027,,,tau,=,0.01,,,lambda,=,rho,=,0.034,and,kappa,=,xi,=,sigma,=,0.017,.",at day 1,,9,12,19,87,459,8126
8126,957179368,9.0,8.0,E:1073743524,tau =,Italy,"The,parameters,are,set,as,alpha,=,0.570,,,beta,=,delta,=,0.011,,,gamma,=,0.456,,,epsilon,=,0.171,,,theta,=,0.371,,,zeta,=,eta,=,0.125,,,mu,=,0.017,,,nu,=,0.027,,,tau,=,0.01,,,lambda,=,rho,=,0.034,and,kappa,=,xi,=,sigma,=,0.017,.",at day 1,,9,12,19,87,459,8127
8127,957179368,9.0,5.0,E:-1041157218,"alpha = 0.570, beta = delta = 0.011, gamma = 0.456, epsilon = 0.171, theta = 0.371, zeta = eta = 0.125, mu = 0.017, nu = 0.027, tau",Italy,"The,parameters,are,set,as,alpha,=,0.570,,,beta,=,delta,=,0.011,,,gamma,=,0.456,,,epsilon,=,0.171,,,theta,=,0.371,,,zeta,=,eta,=,0.125,,,mu,=,0.017,,,nu,=,0.027,,,tau,=,0.01,,,lambda,=,rho,=,0.034,and,kappa,=,xi,=,sigma,=,0.017,.",day 1,,9,12,19,87,459,8128
8128,957179368,9.0,5.0,E:1398920567,tau = 0.01,Italy,"The,parameters,are,set,as,alpha,=,0.570,,,beta,=,delta,=,0.011,,,gamma,=,0.456,,,epsilon,=,0.171,,,theta,=,0.371,,,zeta,=,eta,=,0.125,,,mu,=,0.017,,,nu,=,0.027,,,tau,=,0.01,,,lambda,=,rho,=,0.034,and,kappa,=,xi,=,sigma,=,0.017,.",after day 38,,9,12,19,87,459,8129
8129,957179368,9.0,6.0,E:-1004999856,rho = 0.034,Italy,"The,parameters,are,set,as,alpha,=,0.570,,,beta,=,delta,=,0.011,,,gamma,=,0.456,,,epsilon,=,0.171,,,theta,=,0.371,,,zeta,=,eta,=,0.125,,,mu,=,0.017,,,nu,=,0.027,,,tau,=,0.01,,,lambda,=,rho,=,0.034,and,kappa,=,xi,=,sigma,=,0.017,.",at day 1,,9,12,19,87,459,8130
8130,957179368,9.0,6.0,E:-2111368565,eta = 0.125,Italy,"The,parameters,are,set,as,alpha,=,0.570,,,beta,=,delta,=,0.011,,,gamma,=,0.456,,,epsilon,=,0.171,,,theta,=,0.371,,,zeta,=,eta,=,0.125,,,mu,=,0.017,,,nu,=,0.027,,,tau,=,0.01,,,lambda,=,rho,=,0.034,and,kappa,=,xi,=,sigma,=,0.017,.",at day 1,,9,12,19,87,459,8131
8131,957179368,9.0,7.0,E:-1524269757,alpha = 0.570,Italy,"The,parameters,are,set,as,alpha,=,0.570,,,beta,=,delta,=,0.011,,,gamma,=,0.456,,,epsilon,=,0.171,,,theta,=,0.371,,,zeta,=,eta,=,0.125,,,mu,=,0.017,,,nu,=,0.027,,,tau,=,0.01,,,lambda,=,rho,=,0.034,and,kappa,=,xi,=,sigma,=,0.017,.",at day 1,,9,12,19,87,459,8132
8132,957179368,9.0,7.0,E:1018266807,"alpha = 0.570, beta = delta = 0.011, gamma = 0.456, epsilon = 0.171, theta = 0.371, zeta = eta = 0.125, mu = 0.017, nu = 0.027, tau = 0.01, lambda =",Italy,"The,parameters,are,set,as,alpha,=,0.570,,,beta,=,delta,=,0.011,,,gamma,=,0.456,,,epsilon,=,0.171,,,theta,=,0.371,,,zeta,=,eta,=,0.125,,,mu,=,0.017,,,nu,=,0.027,,,tau,=,0.01,,,lambda,=,rho,=,0.034,and,kappa,=,xi,=,sigma,=,0.017,.",at day 1,,9,12,19,87,459,8133
8133,957179368,9.0,7.0,E:-320484375,"alpha = 0.570, beta =",Italy,"The,parameters,are,set,as,alpha,=,0.570,,,beta,=,delta,=,0.011,,,gamma,=,0.456,,,epsilon,=,0.171,,,theta,=,0.371,,,zeta,=,eta,=,0.125,,,mu,=,0.017,,,nu,=,0.027,,,tau,=,0.01,,,lambda,=,rho,=,0.034,and,kappa,=,xi,=,sigma,=,0.017,.",at day 1,,9,12,19,87,459,8134
8134,957179368,9.0,7.0,E:1979956843,"alpha = 0.570, beta = delta = 0.011, gamma = 0.456, epsilon = 0.171, theta =",Italy,"The,parameters,are,set,as,alpha,=,0.570,,,beta,=,delta,=,0.011,,,gamma,=,0.456,,,epsilon,=,0.171,,,theta,=,0.371,,,zeta,=,eta,=,0.125,,,mu,=,0.017,,,nu,=,0.027,,,tau,=,0.01,,,lambda,=,rho,=,0.034,and,kappa,=,xi,=,sigma,=,0.017,.",at day 1,,9,12,19,87,459,8135
8135,957179368,9.0,7.0,E:-1281655879,alpha =,Italy,"The,parameters,are,set,as,alpha,=,0.570,,,beta,=,delta,=,0.011,,,gamma,=,0.456,,,epsilon,=,0.171,,,theta,=,0.371,,,zeta,=,eta,=,0.125,,,mu,=,0.017,,,nu,=,0.027,,,tau,=,0.01,,,lambda,=,rho,=,0.034,and,kappa,=,xi,=,sigma,=,0.017,.",at day 1,,9,12,19,87,459,8136
8136,957179368,9.0,7.0,E:809391966,"alpha = 0.570, beta = delta = 0.011, gamma = 0.456, epsilon = 0.171, theta = 0.371, zeta = eta = 0.125, mu = 0.017, nu = 0.027, tau =",Italy,"The,parameters,are,set,as,alpha,=,0.570,,,beta,=,delta,=,0.011,,,gamma,=,0.456,,,epsilon,=,0.171,,,theta,=,0.371,,,zeta,=,eta,=,0.125,,,mu,=,0.017,,,nu,=,0.027,,,tau,=,0.01,,,lambda,=,rho,=,0.034,and,kappa,=,xi,=,sigma,=,0.017,.",at day 1,,9,12,19,87,459,8137
8137,957179368,9.0,7.0,E:63160830,"alpha = 0.570, beta = delta = 0.011, gamma = 0.456, epsilon = 0.171, theta = 0.371, zeta =",Italy,"The,parameters,are,set,as,alpha,=,0.570,,,beta,=,delta,=,0.011,,,gamma,=,0.456,,,epsilon,=,0.171,,,theta,=,0.371,,,zeta,=,eta,=,0.125,,,mu,=,0.017,,,nu,=,0.027,,,tau,=,0.01,,,lambda,=,rho,=,0.034,and,kappa,=,xi,=,sigma,=,0.017,.",at day 1,,9,12,19,87,459,8138
8138,957179368,9.0,7.0,E:751813599,"alpha = 0.570, beta = delta = 0.011, gamma =",Italy,"The,parameters,are,set,as,alpha,=,0.570,,,beta,=,delta,=,0.011,,,gamma,=,0.456,,,epsilon,=,0.171,,,theta,=,0.371,,,zeta,=,eta,=,0.125,,,mu,=,0.017,,,nu,=,0.027,,,tau,=,0.01,,,lambda,=,rho,=,0.034,and,kappa,=,xi,=,sigma,=,0.017,.",at day 1,,9,12,19,87,459,8139
8139,957179368,9.0,7.0,E:-2062005651,alpha = 0.570,Italy,"The,parameters,are,set,as,alpha,=,0.570,,,beta,=,delta,=,0.011,,,gamma,=,0.456,,,epsilon,=,0.171,,,theta,=,0.371,,,zeta,=,eta,=,0.125,,,mu,=,0.017,,,nu,=,0.027,,,tau,=,0.01,,,lambda,=,rho,=,0.034,and,kappa,=,xi,=,sigma,=,0.017,.",at day 1,,9,12,19,87,459,8140
8140,957179368,9.0,7.0,E:-829509392,epsilon = 0.171,Italy,"The,parameters,are,set,as,alpha,=,0.570,,,beta,=,delta,=,0.011,,,gamma,=,0.456,,,epsilon,=,0.171,,,theta,=,0.371,,,zeta,=,eta,=,0.125,,,mu,=,0.017,,,nu,=,0.027,,,tau,=,0.01,,,lambda,=,rho,=,0.034,and,kappa,=,xi,=,sigma,=,0.017,.",at day 1,,9,12,19,87,459,8141
8141,957179368,9.0,7.0,E:-1903971232,"alpha = 0.570, beta = delta = 0.011, gamma = 0.456, epsilon",Italy,"The,parameters,are,set,as,alpha,=,0.570,,,beta,=,delta,=,0.011,,,gamma,=,0.456,,,epsilon,=,0.171,,,theta,=,0.371,,,zeta,=,eta,=,0.125,,,mu,=,0.017,,,nu,=,0.027,,,tau,=,0.01,,,lambda,=,rho,=,0.034,and,kappa,=,xi,=,sigma,=,0.017,.",at day 1,,9,12,19,87,459,8142
8142,957179368,9.0,7.0,E:1321813914,epsilon = 0.171,Italy,"The,parameters,are,set,as,alpha,=,0.570,,,beta,=,delta,=,0.011,,,gamma,=,0.456,,,epsilon,=,0.171,,,theta,=,0.371,,,zeta,=,eta,=,0.125,,,mu,=,0.017,,,nu,=,0.027,,,tau,=,0.01,,,lambda,=,rho,=,0.034,and,kappa,=,xi,=,sigma,=,0.017,.",at day 1,,9,12,19,87,459,8143
8143,957179368,9.0,7.0,E:-2043294930,mu = 0.017,Italy,"The,parameters,are,set,as,alpha,=,0.570,,,beta,=,delta,=,0.011,,,gamma,=,0.456,,,epsilon,=,0.171,,,theta,=,0.371,,,zeta,=,eta,=,0.125,,,mu,=,0.017,,,nu,=,0.027,,,tau,=,0.01,,,lambda,=,rho,=,0.034,and,kappa,=,xi,=,sigma,=,0.017,.",at day 1,,9,12,19,87,459,8144
8144,957179368,9.0,7.0,E:45220614,"alpha = 0.570, beta = delta = 0.011, gamma = 0.456, epsilon = 0.171, theta = 0.371, zeta = eta = 0.125, mu",Italy,"The,parameters,are,set,as,alpha,=,0.570,,,beta,=,delta,=,0.011,,,gamma,=,0.456,,,epsilon,=,0.171,,,theta,=,0.371,,,zeta,=,eta,=,0.125,,,mu,=,0.017,,,nu,=,0.027,,,tau,=,0.01,,,lambda,=,rho,=,0.034,and,kappa,=,xi,=,sigma,=,0.017,.",at day 1,,9,12,19,87,459,8145
8145,957179368,9.0,7.0,E:-2057015647,mu = 0.017,Italy,"The,parameters,are,set,as,alpha,=,0.570,,,beta,=,delta,=,0.011,,,gamma,=,0.456,,,epsilon,=,0.171,,,theta,=,0.371,,,zeta,=,eta,=,0.125,,,mu,=,0.017,,,nu,=,0.027,,,tau,=,0.01,,,lambda,=,rho,=,0.034,and,kappa,=,xi,=,sigma,=,0.017,.",at day 1,,9,12,19,87,459,8146
8146,957179368,9.0,7.0,E:1232737057,"alpha = 0.570, beta = delta = 0.011, gamma = 0.456, epsilon = 0.171, theta = 0.371, zeta",Italy,"The,parameters,are,set,as,alpha,=,0.570,,,beta,=,delta,=,0.011,,,gamma,=,0.456,,,epsilon,=,0.171,,,theta,=,0.371,,,zeta,=,eta,=,0.125,,,mu,=,0.017,,,nu,=,0.027,,,tau,=,0.01,,,lambda,=,rho,=,0.034,and,kappa,=,xi,=,sigma,=,0.017,.",at day 1,,9,12,19,87,459,8147
8147,957179368,9.0,7.0,E:1250055462,zeta =,Italy,"The,parameters,are,set,as,alpha,=,0.570,,,beta,=,delta,=,0.011,,,gamma,=,0.456,,,epsilon,=,0.171,,,theta,=,0.371,,,zeta,=,eta,=,0.125,,,mu,=,0.017,,,nu,=,0.027,,,tau,=,0.01,,,lambda,=,rho,=,0.034,and,kappa,=,xi,=,sigma,=,0.017,.",at day 1,,9,12,19,87,459,8148
8148,957179368,9.0,7.0,E:110315687,"alpha = 0.570, beta = delta = 0.011, gamma = 0.456, epsilon = 0.171, theta = 0.371, zeta",Italy,"The,parameters,are,set,as,alpha,=,0.570,,,beta,=,delta,=,0.011,,,gamma,=,0.456,,,epsilon,=,0.171,,,theta,=,0.371,,,zeta,=,eta,=,0.125,,,mu,=,0.017,,,nu,=,0.027,,,tau,=,0.01,,,lambda,=,rho,=,0.034,and,kappa,=,xi,=,sigma,=,0.017,.",at day 1,,9,12,19,87,459,8149
8149,957179368,9.0,7.0,E:-1499201520,"alpha = 0.570, beta = delta = 0.011, gamma = 0.456, epsilon = 0.171, theta = 0.371, zeta = eta = 0.125, mu = 0.017, nu = 0.027, tau = 0.01,",Italy,"The,parameters,are,set,as,alpha,=,0.570,,,beta,=,delta,=,0.011,,,gamma,=,0.456,,,epsilon,=,0.171,,,theta,=,0.371,,,zeta,=,eta,=,0.125,,,mu,=,0.017,,,nu,=,0.027,,,tau,=,0.01,,,lambda,=,rho,=,0.034,and,kappa,=,xi,=,sigma,=,0.017,.",at day 1,,9,12,19,87,459,8150
8150,957179368,9.0,7.0,E:-1070588265,beta =,Italy,"The,parameters,are,set,as,alpha,=,0.570,,,beta,=,delta,=,0.011,,,gamma,=,0.456,,,epsilon,=,0.171,,,theta,=,0.371,,,zeta,=,eta,=,0.125,,,mu,=,0.017,,,nu,=,0.027,,,tau,=,0.01,,,lambda,=,rho,=,0.034,and,kappa,=,xi,=,sigma,=,0.017,.",at day 1,,9,12,19,87,459,8151
8151,957179368,9.0,7.0,E:1355408130,"alpha = 0.570, beta = delta = 0.011, gamma = 0.456, epsilon = 0.171, theta = 0.371, zeta = eta = 0.125, mu = 0.017, nu = 0.027, tau = 0.01,",Italy,"The,parameters,are,set,as,alpha,=,0.570,,,beta,=,delta,=,0.011,,,gamma,=,0.456,,,epsilon,=,0.171,,,theta,=,0.371,,,zeta,=,eta,=,0.125,,,mu,=,0.017,,,nu,=,0.027,,,tau,=,0.01,,,lambda,=,rho,=,0.034,and,kappa,=,xi,=,sigma,=,0.017,.",at day 1,,9,12,19,87,459,8152
8152,957179368,9.0,5.0,E:-19729389,nu = 0.027,Italy,"The,parameters,are,set,as,alpha,=,0.570,,,beta,=,delta,=,0.011,,,gamma,=,0.456,,,epsilon,=,0.171,,,theta,=,0.371,,,zeta,=,eta,=,0.125,,,mu,=,0.017,,,nu,=,0.027,,,tau,=,0.01,,,lambda,=,rho,=,0.034,and,kappa,=,xi,=,sigma,=,0.017,.",at day 1,,9,12,19,87,459,8153
8153,957179368,9.0,5.0,E:1283397217,"alpha = 0.570, beta = delta = 0.011, gamma = 0.456, epsilon = 0.171, theta = 0.371, zeta = eta = 0.125, mu = 0.017, nu",Italy,"The,parameters,are,set,as,alpha,=,0.570,,,beta,=,delta,=,0.011,,,gamma,=,0.456,,,epsilon,=,0.171,,,theta,=,0.371,,,zeta,=,eta,=,0.125,,,mu,=,0.017,,,nu,=,0.027,,,tau,=,0.01,,,lambda,=,rho,=,0.034,and,kappa,=,xi,=,sigma,=,0.017,.",at day 1,,9,12,19,87,459,8154
8154,957179368,9.0,5.0,E:-1462194608,nu = 0.027,Italy,"The,parameters,are,set,as,alpha,=,0.570,,,beta,=,delta,=,0.011,,,gamma,=,0.456,,,epsilon,=,0.171,,,theta,=,0.371,,,zeta,=,eta,=,0.125,,,mu,=,0.017,,,nu,=,0.027,,,tau,=,0.01,,,lambda,=,rho,=,0.034,and,kappa,=,xi,=,sigma,=,0.017,.",at day 1,,9,12,19,87,459,8155
8155,957179368,9.0,7.0,E:2041147191,delta = 0.011,Italy,"The,parameters,are,set,as,alpha,=,0.570,,,beta,=,delta,=,0.011,,,gamma,=,0.456,,,epsilon,=,0.171,,,theta,=,0.371,,,zeta,=,eta,=,0.125,,,mu,=,0.017,,,nu,=,0.027,,,tau,=,0.01,,,lambda,=,rho,=,0.034,and,kappa,=,xi,=,sigma,=,0.017,.",at day 1,,9,12,19,87,459,8156
8156,957179368,9.0,7.0,E:1940008384,theta = 0.371,Italy,"The,parameters,are,set,as,alpha,=,0.570,,,beta,=,delta,=,0.011,,,gamma,=,0.456,,,epsilon,=,0.171,,,theta,=,0.371,,,zeta,=,eta,=,0.125,,,mu,=,0.017,,,nu,=,0.027,,,tau,=,0.01,,,lambda,=,rho,=,0.034,and,kappa,=,xi,=,sigma,=,0.017,.",at day 1,,9,12,19,87,459,8157
8157,957179368,9.0,7.0,E:710113064,theta =,Italy,"The,parameters,are,set,as,alpha,=,0.570,,,beta,=,delta,=,0.011,,,gamma,=,0.456,,,epsilon,=,0.171,,,theta,=,0.371,,,zeta,=,eta,=,0.125,,,mu,=,0.017,,,nu,=,0.027,,,tau,=,0.01,,,lambda,=,rho,=,0.034,and,kappa,=,xi,=,sigma,=,0.017,.",at day 1,,9,12,19,87,459,8158
8158,957179368,9.0,7.0,E:1985183753,"alpha = 0.570, beta = delta = 0.011, gamma = 0.456, epsilon = 0.171, theta",Italy,"The,parameters,are,set,as,alpha,=,0.570,,,beta,=,delta,=,0.011,,,gamma,=,0.456,,,epsilon,=,0.171,,,theta,=,0.371,,,zeta,=,eta,=,0.125,,,mu,=,0.017,,,nu,=,0.027,,,tau,=,0.01,,,lambda,=,rho,=,0.034,and,kappa,=,xi,=,sigma,=,0.017,.",at day 1,,9,12,19,87,459,8159
8159,957179368,9.0,7.0,E:-1756661847,theta = 0.371,Italy,"The,parameters,are,set,as,alpha,=,0.570,,,beta,=,delta,=,0.011,,,gamma,=,0.456,,,epsilon,=,0.171,,,theta,=,0.371,,,zeta,=,eta,=,0.125,,,mu,=,0.017,,,nu,=,0.027,,,tau,=,0.01,,,lambda,=,rho,=,0.034,and,kappa,=,xi,=,sigma,=,0.017,.",at day 1,,9,12,19,87,459,8160
8240,957179368,9.0,6.0,E:-1265945219,rho = 0.034 and kappa,Italy,"The,parameters,are,set,as,alpha,=,0.570,,,beta,=,delta,=,0.011,,,gamma,=,0.456,,,epsilon,=,0.171,,,theta,=,0.371,,,zeta,=,eta,=,0.125,,,mu,=,0.017,,,nu,=,0.027,,,tau,=,0.01,,,lambda,=,rho,=,0.034,and,kappa,=,xi,=,sigma,=,0.017,.",at day 1,,9,12,19,87,459,8241
8241,957179368,10.0,4.0,E:1070921508,R0 = 2.38,Italy,"The,resulting,basic,reproduction,number,is,R0,=,2.38,.","day 1,20 February 2020 (day 1) through 5 April 2020 (day 46)",,9,12,20,87,460,8242
8242,957179368,10.0,4.0,E:-151788097,resulting basic reproduction number is R0,Italy,"The,resulting,basic,reproduction,number,is,R0,=,2.38,.",20 February 2020 (day 1) through 5 April 2020 (day 46),,9,12,20,87,460,8243
8243,957179368,10.0,5.0,E:-2137169349,R0 = 2.38,Italy,"The,resulting,basic,reproduction,number,is,R0,=,2.38,.","day 1,20 February 2020 (day 1) through 5 April 2020 (day 46)",,9,12,20,87,460,8244
8253,957179368,10.0,6.0,E:-1804875165,beta =,Italy,"After,day,4,,,as,a,consequence,of,basic,social-distancing,measures,due,to,the,public,being,aware,of,the,epidemic,outbreak,and,due,to,recommendations,(,such,as,washing,hands,of,ten,,,not,touching,one,'s,face,,,avoiding,handshakes,and,keeping,distance,),and,early,measures,(,such,as,closing,schools,),by,the,Italian,government,,,we,set,alpha,=,0.422,,,beta,=,delta,=,0.0057,and,gamma,=,0.285,,,so,the,new,basic,reproduction,number,becomes,R0,=,1.66,.",20 February 2020 (day 1) through 5 April 2020 (day 46),,9,12,21,87,461,8254
8254,957179368,10.0,4.0,E:-2111088241,gamma = 0.285,Italy,"After,day,4,,,as,a,consequence,of,basic,social-distancing,measures,due,to,the,public,being,aware,of,the,epidemic,outbreak,and,due,to,recommendations,(,such,as,washing,hands,of,ten,,,not,touching,one,'s,face,,,avoiding,handshakes,and,keeping,distance,),and,early,measures,(,such,as,closing,schools,),by,the,Italian,government,,,we,set,alpha,=,0.422,,,beta,=,delta,=,0.0057,and,gamma,=,0.285,,,so,the,new,basic,reproduction,number,becomes,R0,=,1.66,.",after day 22,,9,12,21,87,461,8255
8255,957179368,10.0,4.0,E:1490812712,R0 = 1.66,Italy,"After,day,4,,,as,a,consequence,of,basic,social-distancing,measures,due,to,the,public,being,aware,of,the,epidemic,outbreak,and,due,to,recommendations,(,such,as,washing,hands,of,ten,,,not,touching,one,'s,face,,,avoiding,handshakes,and,keeping,distance,),and,early,measures,(,such,as,closing,schools,),by,the,Italian,government,,,we,set,alpha,=,0.422,,,beta,=,delta,=,0.0057,and,gamma,=,0.285,,,so,the,new,basic,reproduction,number,becomes,R0,=,1.66,.",after day 22,,9,12,21,87,461,8256
8256,957179368,10.0,4.0,E:-1216802709,delta = 0.0057,Italy,"After,day,4,,,as,a,consequence,of,basic,social-distancing,measures,due,to,the,public,being,aware,of,the,epidemic,outbreak,and,due,to,recommendations,(,such,as,washing,hands,of,ten,,,not,touching,one,'s,face,,,avoiding,handshakes,and,keeping,distance,),and,early,measures,(,such,as,closing,schools,),by,the,Italian,government,,,we,set,alpha,=,0.422,,,beta,=,delta,=,0.0057,and,gamma,=,0.285,,,so,the,new,basic,reproduction,number,becomes,R0,=,1.66,.",after day 22,,9,12,21,87,461,8257
8257,957179368,10.0,4.0,E:-1074100339,alpha = 0.422,Italy,"After,day,4,,,as,a,consequence,of,basic,social-distancing,measures,due,to,the,public,being,aware,of,the,epidemic,outbreak,and,due,to,recommendations,(,such,as,washing,hands,of,ten,,,not,touching,one,'s,face,,,avoiding,handshakes,and,keeping,distance,),and,early,measures,(,such,as,closing,schools,),by,the,Italian,government,,,we,set,alpha,=,0.422,,,beta,=,delta,=,0.0057,and,gamma,=,0.285,,,so,the,new,basic,reproduction,number,becomes,R0,=,1.66,.",after day 22,,9,12,21,87,461,8258
8321,957179368,9.0,11.0,E:1329907748,(hence epsilon is not set exactly to zero,Italy,"Also,,,after,day,12,,,we,set,epsilon,=,0.143,as,a,consequence,of,the,policy,limiting,screening,to,symptomatic,individuals,only,;,thus,,,totally,asymptomatic,individuals,are,almost,no,longer,detected,,,while,individuals,with,very,mild,symptoms,are,still,detected,(,hence,epsilon,is,not,set,exactly,to,zero,),.",20 February 2020 (day 1) through 5 April 2020 (day 46),,9,12,22,87,462,8322
